,loannumber,loanamount,totaldue,termdays,bank_account_type,longitude_gps,latitude_gps,employment_status_clients,creationdate_dow,additional_charges,is_referred,age,ploan_loanamount_mean,ploan_loanamount_min,ploan_loanamount_25%,ploan_loanamount_50%,ploan_loanamount_75%,ploan_loanamount_max,ploan_totaldue_mean,ploan_totaldue_min,ploan_totaldue_25%,ploan_totaldue_50%,ploan_totaldue_75%,ploan_totaldue_max,ploan_termdays_mean,ploan_termdays_min,ploan_termdays_25%,ploan_termdays_50%,ploan_termdays_75%,ploan_termdays_max,ploan_approval_time_mean,ploan_approval_time_min,ploan_approval_time_25%,ploan_approval_time_50%,ploan_approval_time_75%,ploan_approval_time_max,ploan_return_days_mean_x,ploan_return_days_min_x,ploan_return_days_25%_x,ploan_return_days_50%_x,ploan_return_days_75%_x,ploan_return_days_max_x,ploan_return_days_mean_y,ploan_return_days_min_y,ploan_return_days_25%_y,ploan_return_days_50%_y,ploan_return_days_75%_y,ploan_return_days_max_y,ploan_first_return_days_mean,ploan_first_return_days_min,ploan_first_return_days_25%,ploan_first_return_days_50%,ploan_first_return_days_75%,ploan_first_return_days_max,ploan_additional charges_mean,ploan_additional charges_min,ploan_additional charges_25%,ploan_additional charges_50%,ploan_additional charges_75%,ploan_additional charges_max,good_bad_flag,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
1775,8.0,10000.0,11125.0,15.0,0.0,7.953846700000001,5.0010367,4.0,6.0,1125.0,0.0,32.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12785.714285714286,11500.0,13000.0,13000.0,13000.0,13000.0,27.857142857142858,15.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,34.142857142857146,11.0,26.5,32.0,41.5,60.0,34.142857142857146,11.0,26.5,32.0,41.5,60.0,-7.285714285714286,-32.0,-12.5,-1.0,0.5,6.0,2785.714285714286,1500.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1776,2.0,10000.0,11500.0,15.0,1.0,3.3634297999999996,6.5175992,0.0,4.0,1500.0,0.0,42.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1777,12.0,30000.0,34500.0,30.0,0.0,3.5127602999999996,6.4398591,1.0,0.0,4500.0,0.0,29.0,20000.0,10000.0,10000.0,20000.0,30000.0,30000.0,23118.18181818182,11500.0,13000.0,21900.0,34400.0,34500.0,24.545454545454547,15.0,15.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,9.0,15.0,28.0,33.5,39.0,25.0,9.0,15.0,28.0,33.5,39.0,-1.1818181818181819,-8.0,-3.5,-1.0,0.0,5.0,3118.181818181818,1500.0,1900.0,3000.0,4400.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1778,12.0,40000.0,44000.0,30.0,0.0,7.3746902,8.980031199999999,0.0,4.0,4000.0,0.0,34.0,24090.909090909092,10000.0,15000.0,20000.0,35000.0,40000.0,27995.454545454544,13000.0,18375.0,23800.0,40400.0,44000.0,32.72727272727273,30.0,30.0,30.0,30.0,60.0,2.0672727272727274,1.0,1.0,1.0,1.0,12.73,28.636363636363637,21.0,24.0,27.0,28.0,58.0,28.636363636363637,21.0,24.0,27.0,28.0,58.0,3.5454545454545454,-1.0,0.5,3.0,6.0,11.0,3904.5454545454545,3000.0,3375.0,3800.0,4000.0,6800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1779,5.0,15000.0,16687.5,15.0,0.0,7.5167711,9.045179300000001,0.0,1.0,1687.5,0.0,29.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12000.0,11500.0,11500.0,11500.0,12250.0,13000.0,20.0,15.0,15.0,15.0,22.5,30.0,3.5399999999999996,1.0,1.005,1.01,4.81,8.61,17.333333333333332,10.0,11.5,13.0,21.0,29.0,17.333333333333332,10.0,11.5,13.0,21.0,29.0,1.0,-1.0,0.0,1.0,2.0,3.0,2000.0,1500.0,1500.0,1500.0,2250.0,3000.0,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,3.0,10000.0,13000.0,30.0,1.0,5.62030565,5.783944399999999,0.0,4.0,3000.0,0.0,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1781,6.0,20000.0,24500.0,30.0,1.0,4.5241776,7.806831599999999,0.0,3.0,4500.0,0.0,38.0,14000.0,10000.0,10000.0,10000.0,20000.0,20000.0,17000.0,11500.0,11500.0,13000.0,24500.0,24500.0,24.0,15.0,15.0,30.0,30.0,30.0,1.008,1.0,1.0,1.0,1.02,1.02,23.0,14.0,15.0,23.0,31.0,32.0,23.0,14.0,15.0,23.0,31.0,32.0,0.8,-1.0,-1.0,-1.0,1.0,6.0,3000.0,1500.0,1500.0,3000.0,4500.0,4500.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1782,2.0,10000.0,13000.0,30.0,1.0,3.3664602500000003,6.878052200000001,0.0,0.0,3000.0,0.0,40.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1783,2.0,10000.0,13000.0,30.0,1.0,7.413970900000001,9.115228300000002,0.0,0.0,3000.0,0.0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1784,15.0,50000.0,52500.0,30.0,1.0,6.7011269,6.231788,1.0,3.0,2500.0,0.0,33.0,27857.14285714286,10000.0,20000.0,30000.0,40000.0,50000.0,31321.428571428572,10500.0,22550.0,34400.0,44600.0,52500.0,25.714285714285715,15.0,18.75,30.0,30.0,30.0,1.0014285714285713,1.0,1.0,1.0,1.0,1.01,22.0,0.0,16.0,28.0,29.0,30.0,22.0,0.0,16.0,28.0,29.0,30.0,2.9285714285714284,-1.0,0.0,1.0,3.5,14.0,3464.285714285714,500.0,2050.0,4400.0,4500.0,4800.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,10.0,30000.0,34500.0,30.0,1.0,3.4821901,6.4446654,0.0,5.0,4500.0,0.0,31.0,15555.555555555555,10000.0,10000.0,10000.0,20000.0,30000.0,17938.88888888889,11500.0,11500.0,13000.0,22250.0,34500.0,20.0,15.0,15.0,15.0,30.0,30.0,1.0022222222222221,1.0,1.0,1.0,1.0,1.02,16.555555555555557,7.0,9.0,15.0,22.0,37.0,16.555555555555557,7.0,9.0,15.0,22.0,37.0,2.0,-9.0,-1.0,5.0,6.0,6.0,2383.3333333333335,1500.0,1500.0,1900.0,3000.0,4500.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1786,3.0,10000.0,11500.0,15.0,1.0,4.2641801,7.051905250000001,0.0,2.0,1500.0,0.0,38.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.0,1.0,1.0,1.0,1.0,1.0,17.5,9.0,13.25,17.5,21.75,26.0,17.5,9.0,13.25,17.5,21.75,26.0,4.5,4.0,4.25,4.5,4.75,5.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1787,5.0,20000.0,24500.0,30.0,1.0,3.3840897000000005,6.5431565,0.0,1.0,4500.0,1.0,38.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15125.0,11500.0,11500.0,12250.0,15875.0,24500.0,22.5,15.0,15.0,22.5,30.0,30.0,1.415,1.0,1.0,1.0,1.415,2.66,17.25,8.0,8.0,17.0,26.25,27.0,17.25,8.0,8.0,17.0,26.25,27.0,3.25,1.0,1.75,3.5,5.0,5.0,2625.0,1500.0,1500.0,2250.0,3375.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1788,3.0,10000.0,11500.0,15.0,1.0,3.7099661499999996,6.9153083,0.0,5.0,1500.0,0.0,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,11.0,11.75,12.5,13.25,14.0,12.5,11.0,11.75,12.5,13.25,14.0,1.0,0.0,0.5,1.0,1.5,2.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,7.0,30000.0,39000.0,60.0,1.0,6.98557,4.8064483000000005,0.0,0.0,9000.0,0.0,37.0,16666.666666666668,10000.0,10000.0,15000.0,20000.0,30000.0,20933.333333333332,13000.0,13000.0,18400.0,23800.0,39000.0,35.0,30.0,30.0,30.0,30.0,60.0,1.0016666666666667,1.0,1.0,1.0,1.0,1.01,22.5,3.0,13.0,16.5,26.0,58.0,22.5,3.0,13.0,16.5,26.0,58.0,12.0,2.0,5.25,12.5,16.0,25.0,4266.666666666667,3000.0,3000.0,3400.0,3800.0,9000.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1790,2.0,10000.0,13000.0,30.0,1.0,5.3752064,7.8646911500000005,0.0,1.0,3000.0,0.0,40.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1791,9.0,40000.0,48000.0,60.0,0.0,4.5869151,8.463997,0.0,3.0,8000.0,0.0,38.0,21250.0,10000.0,17500.0,20000.0,22500.0,40000.0,24950.0,11500.0,19225.0,22750.0,27575.0,48000.0,30.0,15.0,15.0,22.5,37.5,60.0,1.1125,1.0,1.0,1.0,1.0025,1.89,24.625,5.0,11.0,16.5,31.5,59.0,24.625,5.0,11.0,16.5,31.5,59.0,1.625,-25.0,2.0,5.0,6.0,10.0,3700.0,1500.0,1725.0,2750.0,5075.0,8000.0,Bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,2.0,10000.0,13000.0,30.0,1.0,3.8176559,7.363241499999999,0.0,2.0,3000.0,0.0,38.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,3.0,10000.0,13000.0,30.0,1.0,3.2962513999999996,6.6473825,0.0,3.0,3000.0,0.0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,19.0,21.0,23.0,25.0,27.0,23.0,19.0,21.0,23.0,25.0,27.0,-1.5,-6.0,-3.75,-1.5,0.75,3.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1794,2.0,10000.0,13000.0,30.0,1.0,7.4284583,10.4869633,0.0,5.0,3000.0,0.0,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,21.0,21.0,21.0,21.0,21.0,21.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1795,14.0,40000.0,44000.0,30.0,0.0,3.3343013999999997,6.5882466,0.0,0.0,4000.0,0.0,27.0,28461.53846153846,10000.0,20000.0,30000.0,40000.0,40000.0,31988.46153846154,11500.0,22250.0,34400.0,44000.0,44800.0,24.23076923076923,15.0,15.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,13.0,14.0,28.0,29.0,31.0,23.0,13.0,14.0,28.0,29.0,31.0,-0.07692307692307693,-1.0,0.0,0.0,0.0,1.0,3526.923076923077,1500.0,2250.0,4400.0,4500.0,4800.0,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,8.0,40000.0,48000.0,60.0,0.0,3.3844047999999995,6.5704634,1.0,6.0,8000.0,0.0,26.0,21428.571428571428,10000.0,15000.0,20000.0,30000.0,30000.0,24421.428571428572,11500.0,16875.0,22250.0,33325.0,36800.0,23.571428571428573,15.0,15.0,15.0,22.5,60.0,1.0,1.0,1.0,1.0,1.0,1.0,22.428571428571427,12.0,12.5,14.0,21.5,63.0,22.428571428571427,12.0,12.5,14.0,21.5,63.0,1.0,-1.0,0.0,1.0,2.0,3.0,2992.8571428571427,1500.0,1875.0,2250.0,3325.0,6800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1797,8.0,20000.0,23000.0,30.0,1.0,151.20928999999998,-33.868818299999994,0.0,3.0,3000.0,0.0,32.0,14285.714285714286,10000.0,10000.0,15000.0,17500.0,20000.0,17289.285714285714,11500.0,13000.0,18350.0,20687.5,23800.0,27.857142857142858,15.0,30.0,30.0,30.0,30.0,1.0042857142857142,1.0,1.0,1.0,1.005,1.02,22.571428571428573,8.0,17.5,27.0,27.5,33.0,22.571428571428573,8.0,17.5,27.0,27.5,33.0,4.428571428571429,-4.0,1.0,3.0,4.5,21.0,3003.5714285714284,1500.0,3000.0,3000.0,3362.5,3800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1798,2.0,10000.0,11500.0,15.0,1.0,4.283258050000001,6.882477850000001,0.0,2.0,1500.0,1.0,37.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1799,8.0,20000.0,24500.0,30.0,0.0,5.1896523,7.235752799999999,0.0,0.0,4500.0,0.0,40.0,21428.571428571428,10000.0,15000.0,20000.0,30000.0,30000.0,26700.0,13000.0,18400.0,24500.0,36800.0,39000.0,42.857142857142854,30.0,30.0,30.0,60.0,60.0,1.002857142857143,1.0,1.0,1.0,1.0,1.02,42.285714285714285,29.0,29.5,35.0,56.5,60.0,42.285714285714285,29.0,29.5,35.0,56.5,60.0,-5.428571428571429,-19.0,-8.0,-1.0,-1.0,0.0,5271.428571428572,3000.0,3400.0,4500.0,6800.0,9000.0,Bad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,5.0,20000.0,24500.0,30.0,1.0,3.3270342,6.625545949999999,0.0,4.0,4500.0,0.0,39.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15875.0,13000.0,13000.0,13000.0,15875.0,24500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,27.5,27.0,27.0,27.0,27.5,29.0,27.5,27.0,27.0,27.0,27.5,29.0,1.25,0.0,0.75,1.5,2.0,2.0,3375.0,3000.0,3000.0,3000.0,3375.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1801,4.0,10000.0,13000.0,30.0,1.0,6.0972145,7.308337,0.0,5.0,3000.0,1.0,28.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12000.0,11500.0,11500.0,11500.0,12250.0,13000.0,20.0,15.0,15.0,15.0,22.5,30.0,1.0,1.0,1.0,1.0,1.0,1.0,22.333333333333332,11.0,18.0,25.0,28.0,31.0,22.333333333333332,11.0,18.0,25.0,28.0,31.0,-2.6666666666666665,-8.0,-5.5,-3.0,0.0,3.0,2000.0,1500.0,1500.0,1500.0,2250.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1802,5.0,20000.0,24500.0,30.0,1.0,3.2901962,6.6663855,0.0,0.0,4500.0,0.0,37.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15500.0,11500.0,12625.0,13000.0,15875.0,24500.0,26.25,15.0,26.25,30.0,30.0,30.0,1.0025,1.0,1.0,1.0,1.0025,1.01,21.25,12.0,20.25,23.5,24.5,26.0,21.25,12.0,20.25,23.5,24.5,26.0,3.5,1.0,1.75,3.5,5.25,6.0,3000.0,1500.0,2625.0,3000.0,3375.0,4500.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1803,5.0,10000.0,13000.0,30.0,1.0,3.3552084000000004,6.4844596,0.0,4.0,3000.0,0.0,38.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0075,1.0,1.0,1.005,1.0125000000000002,1.02,31.25,29.0,29.75,31.0,32.5,34.0,31.25,29.0,29.75,31.0,32.5,34.0,-2.0,-5.0,-2.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1804,2.0,10000.0,13000.0,30.0,1.0,4.5795329,7.8066688,0.0,0.0,3000.0,0.0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1805,17.0,40000.0,44000.0,30.0,0.0,4.2283694,8.1475995,1.0,3.0,4000.0,0.0,29.0,28125.0,10000.0,20000.0,30000.0,40000.0,40000.0,31475.0,11500.0,22250.0,34400.0,44000.0,44800.0,23.4375,15.0,15.0,30.0,30.0,30.0,1.24375,1.0,1.0,1.0,1.0,4.9,23.9375,14.0,16.5,28.0,30.0,32.0,23.9375,14.0,16.5,28.0,30.0,32.0,-0.9375,-4.0,-1.0,-1.0,0.0,0.0,3350.0,1500.0,2250.0,4000.0,4425.0,4800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1806,2.0,10000.0,13000.0,30.0,1.0,3.60417275,6.98434715,0.0,1.0,3000.0,0.0,37.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.01,1.01,1.01,1.01,1.01,1.01,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1807,16.0,40000.0,43500.0,30.0,0.0,3.8536012000000004,7.337741599999999,0.0,2.0,3500.0,0.0,31.0,26000.0,10000.0,17500.0,30000.0,30000.0,40000.0,28920.833333333332,11500.0,19093.75,32250.0,34400.0,44800.0,22.0,15.0,15.0,15.0,30.0,30.0,1.0006666666666666,1.0,1.0,1.0,1.0,1.01,19.733333333333334,7.0,14.0,14.0,28.5,31.0,19.733333333333334,7.0,14.0,14.0,28.5,31.0,0.8666666666666667,-2.0,-0.5,0.0,1.0,8.0,2920.8333333333335,1500.0,1781.25,2250.0,4200.0,4800.0,Bad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1808,2.0,10000.0,13000.0,30.0,1.0,6.790729,6.1505233,0.0,0.0,3000.0,0.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,4.0,4.0,4.0,4.0,4.0,4.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,3.0,10000.0,13000.0,30.0,1.0,3.5702372,6.792889,0.0,5.0,3000.0,0.0,45.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.01,1.0,1.005,1.01,1.0150000000000001,1.02,37.5,31.0,34.25,37.5,40.75,44.0,37.5,31.0,34.25,37.5,40.75,44.0,-8.0,-16.0,-12.0,-8.0,-4.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1810,4.0,20000.0,24500.0,30.0,1.0,7.4315443,9.113840199999999,0.0,3.0,4500.0,0.0,32.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,29.333333333333332,29.0,29.0,29.0,29.5,30.0,29.333333333333332,29.0,29.0,29.0,29.5,30.0,-0.6666666666666666,-1.0,-1.0,-1.0,-0.5,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1811,7.0,20000.0,24500.0,30.0,0.5,5.45290945,7.76983225,0.0,3.0,4500.0,0.0,32.5,11666.666666666666,10000.0,10000.0,10000.0,10000.0,20000.0,14916.666666666666,13000.0,13000.0,13000.0,13000.0,24500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.005,1.0,1.0,1.0,1.0075,1.02,24.5,20.0,21.75,25.0,26.75,29.0,24.5,20.0,21.75,25.0,26.75,29.0,5.666666666666667,2.0,3.5,5.0,8.0,10.0,3250.0,3000.0,3000.0,3000.0,3000.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1812,8.0,30000.0,34500.0,30.0,1.0,7.4599944,9.078043300000001,0.0,3.0,4500.0,0.0,35.0,17142.85714285714,10000.0,10000.0,20000.0,20000.0,30000.0,19342.85714285714,11500.0,11500.0,21900.0,22250.0,34500.0,17.142857142857142,15.0,15.0,15.0,15.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,13.285714285714286,8.0,10.5,12.0,13.0,26.0,13.285714285714286,8.0,10.5,12.0,13.0,26.0,2.857142857142857,0.0,1.5,3.0,4.0,6.0,2200.0,1500.0,1500.0,1900.0,2250.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1813,2.0,10000.0,13000.0,30.0,1.0,3.2919557999999998,6.466817099999999,0.0,3.0,3000.0,0.0,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1814,2.0,10000.0,13000.0,30.0,1.0,6.985655,4.8382233,2.0,5.0,3000.0,0.0,23.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,2.0,10000.0,13000.0,30.0,1.0,7.3622909,9.1561216,0.0,4.0,3000.0,0.0,28.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.01,1.01,1.01,1.01,1.01,1.01,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,12.0,12.0,12.0,12.0,12.0,12.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
